,Review,Positive,Negative,Neutral
1820,beauti realm narzo  like phone batteri backup good camera qualiti good,0.509,0.0,0.491
1821,heat problem  use heat problem starta averag phone good qualityth feel joy idont like peopl recommend buyi suggest featur buy good perform waist moneythen mentoli destroy pressur flipcart good polici return,0.362,0.184,0.455
1822,mobil better redmi note  proccer good deliveri time past camera averag design osm ram osm storag   proccer medatik helio  best price front camera osm back camera zoom   display full hd display  use  day batteri grate charg better redmi note  fast charg mobil provid        commet better like ,0.314,0.0,0.686
1823,alway attent toward everi mobilei alway care phone better onei purchas phone search mani thing like review gamingscreencamerabatterythen purchasedtrust methi phone fulli satisfi like satisfiedeverythimg ia top leveland charg speed fast  tkes full charg plz dont think phonetrust methi best phone even pricei free fire playeri play high,0.374,0.037,0.589
1824,superb mobil best camara best perform good batteri  good mobil budget  mobil phone,0.696,0.0,0.304
1825,good budget  smartphonedimens   life goodcamera good expectedb ip display quit impress  smoothfor point view devic quit goodat price rang,0.352,0.0,0.648
1826,camera  good photo  portrait fabul ai excellentbatteri  gooddisplay  good much like amol perform  fabul performanceoveral good allround phone go,0.427,0.0,0.573
1827,good phone go itat price rang good nice phone,0.589,0.0,0.411
1828, day use observ get expect camara good  betteri back good happi lv,0.367,0.0,0.633
1829,overal good budget friend phone pricestil expect smooth perform app missingther app dont perform smoothlyth best featur phone batteri life,0.23,0.127,0.642
1830,nice mobil happi thank filpkart halp display awesom  smoot  full amolad display  android  best perform ,0.442,0.0,0.558
1831,super phone good camera super sound like good,0.843,0.0,0.157
1832,mobil design perfect batteri backup best  game good smooth  pubg game  play even photo qualiti excel,0.596,0.0,0.404
1833,dimens  good  price  chargingrealm  super amol display screen finger print ip lcd side mount finger print realm  quad camera setup  mp sensor tripal camera  main sensor realm focus  noth featur realm becom cost like smartphon compani,0.22,0.0,0.78
1834,good nice phone super fast like ram expend wow amaz like light weight camera bad ok like phone thank u,0.672,0.092,0.236
1835,awesom colour  smooth work mani featur set make easi ur everyday life high recommend offic use,0.143,0.0,0.857
1836,amaz budget friend  phone love realm phone ui better ui miui go phone great invest upcom ,0.545,0.0,0.455
1837,devic budget phone great valu money featur although plastic back fingerprint mark show tpu case  good  light weight hold well overal great job realm ,0.398,0.0,0.602
1838,nice mobil realm  miss vooc fast charg could given megapixel camera main camera  atleast  mp even narzo seri fast charg realm   seri given vooc fast charg one thing love support extern card well upto  also android  bonus also unwant app remov might reduc perform need hope get updat futur cut app,0.28,0.057,0.663
1839,nice productworthi money nyc color love product miss vooc fast charg expect mp camera primari smooth work nd one thing love mani featur nd set make easili also unwant app n phone default app remov might reduc perform need overal worthi product realm hope get updat futur,0.249,0.028,0.723
1840,that realli amaz mobil realm   colour beauti love colourand happi thank flipkart valu money ,0.358,0.0,0.642
1841,one month review realm   worest mobil mani draw back found one month  call  record option proper  confer call featur also  featur worest  cost mobil  use   notif  frind plz dont buy better go redmi mobil low cost good featur,0.098,0.106,0.796
1842,fantast product   worthi recommend buycamera ultim display nice batteri long last  hour hard use  perform fast fast charg  hour  min requir full charg oknot issu worthi product real,0.167,0.044,0.789
1843,realm   use today batteri perform good camera well overal good mobil realm   mobil use  day still  charger left good mobil good batteri good camera overal super phone thank flipkart,0.523,0.0,0.477
1844,great mobil ampl featur price rang worth money camera clariti improv updat,0.375,0.0,0.625
1845,nice  star  star  star super amol display  star  star sound  star clean ui third parti push  star fingerprint scanner display good heat problem,0.373,0.082,0.545
1846,photo primari selfi camera unusu enhanc see photo green look unnatur bright way switch effect offoveral decent product good inhand feel good charg speedgot phone father seem like lot special display bright good customisationsat price point camera primari requir think decent purchas,0.36,0.0,0.64
1847,camera pretti good  know use primari camera use recommend heavi game batteri backup aslo good ,0.409,0.0,0.591
1848,experi flipcart  amaz happi    superb phone nice camera nice work outstand perform guy go thank flipcart ,0.504,0.0,0.496
1849,write  continu use phone  batteri good power save mode super power save mode effect fulli charg  drain  half day  display super amol good also eye comfort mode osi visual effect  dark bright view standard focus  need improv  dont zoom night light camera okay selfi  ca,0.431,0.0,0.569
1850,decent product realm price littl bit high compens featur like indispali finger print likei much happi camera given true pictur except low lightlight weight good looki redmi user previoushonest told near stock android unwant app add much happi previous experi redmiveri good choic camera choos correct set filter avail true imag deliver,0.224,0.034,0.742
1851,good phone budget batteri charg fast like said   charg camera also good back selfish one detail processor realli good also storag wise  good phone overal valu money,0.427,0.077,0.496
1852,superabb  awesom product   realli realm  dare leapnyc onei happi full  camera  ultim batteri life extodenari game boomm   that inaf realm  love ,0.174,0.0,0.826
1853,buy phone heard lot negat review camera qualityfirst tell u camera badit give qualiti pictur accord specif  mode good  u take qualiti portrait front camera impressivethi second day phone batteri backup good display superbb biggsound qualiti also good sterio speakerssstil th,0.195,0.0,0.805
1854,awesom handset segmentpro  good display price segment compet amol display helio  perform pretti well  hz refresh rate run smooth  mp rear sensor satisfi price segment etccon    hour game found touch issu lag hope realm fix updat ip rate certif think lot heat issu  etc,0.157,0.048,0.795
1855,nice phone great look rang camera qualiti littl bit better like  pixel use soni samsung len rang mani brand give  mega pixel   mobil,0.393,0.0,0.607
1856,hi     need phone gamingand final found perfect game phoneif need game phone go iti order phone tuesday deliv thursday deliveri fastbuy product first read review realli good yt search phoneaft watch video  phone found review realli help  camera qualiti awesom   charg fast  batteri life v,0.185,0.0,0.815
1857,nice phone price rang buy valu money also price rang processor good get  refresh rate  batteri cmaera decent overal give  mark,0.231,0.0,0.769
1858,super mobil love superb perform awsom pictur qualiti realli realm one day deliveri flipkart thank,0.572,0.0,0.428
1859,great phone price rang excel built great design  perform well littl bit warmer charg manag heat issu game regular task good camera lag normal oper better go  gb version sinc os use lot ram display bright excel flicker issu sensor work fine dual band wifi   get    mbps plan carrier aggreg jio,0.406,0.034,0.56
1860,beauti realm narzo  like phone batteri backup good camera qualiti good,0.509,0.0,0.491
1861,heat problem  use heat problem starta averag phone good qualityth feel joy idont like peopl recommend buyi suggest featur buy good perform waist moneythen mentoli destroy pressur flipcart good polici return,0.362,0.184,0.455
1862,mobil better redmi note  proccer good deliveri time past camera averag design osm ram osm storag   proccer medatik helio  best price front camera osm back camera zoom   display full hd display  use  day batteri grate charg better redmi note  fast charg mobil provid        commet better like ,0.314,0.0,0.686
1863,alway attent toward everi mobilei alway care phone better onei purchas phone search mani thing like review gamingscreencamerabatterythen purchasedtrust methi phone fulli satisfi like satisfiedeverythimg ia top leveland charg speed fast  tkes full charg plz dont think phonetrust methi best phone even pricei free fire playeri play high,0.374,0.037,0.589
1864,nyc gud,0.0,0.0,1.0
1865,perfect small famili nois give review week buy without doubt,0.421,0.0,0.579
1866,good work low nois,0.414,0.3,0.286
1867,nice product  power also good ,0.655,0.0,0.345
1868,im happi happi good work wash machin,0.326,0.0,0.674
1869,good,1.0,0.0,0.0
1870,god product,0.677,0.0,0.323
1871,must buy high recommend go ,0.385,0.0,0.615
1872,excel ,1.0,0.0,0.0
1873,vari good product happi,0.492,0.0,0.508
1874,got product today nice aspect fit budget littl bit prob shake run may b coz wheel wise deserv  star easi oper big thank team flipkart open product right show work condit impress anyon look buy product go ahead,0.297,0.037,0.667
1875,outlet pipe short ad anoth connect pipe make long per conveni extra expens okay other peopl comment make nois dri vibrat absolut normal much nois much vibrat last good deal  happi purchas definit go want budget friend brand stylish look semi auto wash machin good colour gre,0.225,0.0,0.775
1876,perform good worth must buy u want budget friend sinc use front load ifb also,0.482,0.0,0.518
1877,nice product gift marriag good product design also good featur awesom,0.622,0.0,0.378
1878,wonder product easi use need electr much low washer drier good,0.207,0.15,0.643
1879,goodthank flipkart,0.0,0.0,1.0
1880,purchas product see review iti realli like productit exact shown pictureon thing didnt fit day deliverybut tough also fitoveral excel product thank flipkartlov,0.35,0.05,0.6
1881,find most review lack knowledg product usag first complaint use  kgs  kgs wash machin  model whirlpool gap  month atleast product simpli great daili usewash tub rotat much earlier electrolux machin felt better coz cloth tangl much tub chanc get torn less three speed set work finein dryer  feel extra vibrat ,0.119,0.115,0.766
1882,wow guy sach good product thnank u flipkartapni languag bole dil khuss kr ditta ,0.379,0.0,0.621
1883,brilliant,1.0,0.0,0.0
1884,bought machin mom happi overal blind go good product samsung secur deliveri flipkart demo also done good worthi product guy,0.227,0.106,0.667
1885,order product review lot modelsfound model good worthi price offeredaft use product  week share review product less nois use stain complet remov use soak featur wrt price product could littl cheaper sinc best sell product amongst samsung ifb lg within  kgsamsung introduc color combin modelif singl per,0.174,0.0,0.826
1886,give review  month use nice product perform design time electr valu money deliveri time demo expect call   time come like bangalor flipkart custom support good overal good experi thank flipkart  team,0.395,0.0,0.605
1887,purchas  ago review product good worthi moneyit doesnt need stand machin wash cloth clean dri neet special thank servic engin came instal product gave free demooveral  famili member use machin time maximum   cloth wash,0.327,0.0,0.673
1888,machin excel price paid use almost  day edit review white cloth machin effect good daili cloth harm delic cloth  come flipkart servic terribl worst experi ever go buy high end product flipkart clue instal flipkart even call almost daili  week later gave contact samsung custom se,0.106,0.137,0.757
1889,worth  year perfect work hope best om futur flipkart help alot deliveri provid samsung guid person instal futur like inform dont worri buy without second thought mind,0.46,0.0,0.54
1890,im write review use product sinc last  month best wash machin samsung benefit  low consumpt clean qualiti good smell deterg wash  good qualiti dryness dri  min put wash machin headach clean cloth fulli automat wash machin recommend moreov im satisfi perform,0.373,0.037,0.589
1891,bought product  month back one best product bought flipkart aswom low power consumptionless water consumpt u r cloth wash good realli im happi product,0.252,0.074,0.674
1892,happi initi  day deliveri instal smooth perfect wash machin easi use  great cute compact design  good valu money u water shortag save water give wash rins program alon reus water semi wont get dri semi automat u give   minut spin time extra select monsoon mode machin worth buy need normal automat wash machin,0.295,0.0,0.705
1893,semi automat machin much better fulli automat bcz round drum short cloth clean compar semi automat,0.286,0.0,0.714
1894,got product today nice aspect fit budget littl bit prob shake run may b coz wheel wise deserv  star easi oper big thank team flipkart open product right show work condit impress anyon look buy product go ahead,0.297,0.037,0.667
1895,outlet pipe short ad anoth connect pipe make long per conveni extra expens okay other peopl comment make nois dri vibrat absolut normal much nois much vibrat last good deal  happi purchas definit go want budget friend brand stylish look semi auto wash machin good colour gre,0.225,0.0,0.775
1896,perform good worth must buy u want budget friend sinc use front load ifb also,0.482,0.0,0.518
1897,nice product gift marriag good product design also good featur awesom,0.622,0.0,0.378
1898,wonder product easi use need electr much low washer drier good,0.207,0.15,0.643
1899,goodthank flipkart,0.0,0.0,1.0
1900,purchas product see review iti realli like productit exact shown pictureon thing didnt fit day deliverybut tough also fitoveral excel product thank flipkartlov,0.35,0.05,0.6
1901,find most review lack knowledg product usag first complaint use  kgs  kgs wash machin  model whirlpool gap  month atleast product simpli great daili usewash tub rotat much earlier electrolux machin felt better coz cloth tangl much tub chanc get torn less three speed set work finein dryer  feel extra vibrat ,0.119,0.115,0.766
1902,wow guy sach good product thnank u flipkartapni languag bole dil khuss kr ditta ,0.379,0.0,0.621
1903,brilliant,1.0,0.0,0.0
1904,wash machin worth money anyon look budget base wash machin need second thought go  best thing wash machin shaft drive invet motor mean vibrat  nois serious rate mechan  price bldc motor shaft drive im  satisfi purchas best part deliv chennai seclud date instal day good work seller brand maker,0.226,0.022,0.752
1905,excel wash machin price product deliv saturday technician arriv monday use twice far found quiet effect samsung reliabl brand would recommend blind,0.202,0.099,0.699
1906,nice simpl use even uneduc peopl oper wash machin easili strong metal bodi less noic vibrationalmost noth consid energi effici  rate mother like feel relax compar semi automat wash machin first worri oper machin im purchas find comfort first go reason instal kitchen buy addit util like tap ,0.282,0.0,0.718
1907,fantast piec engin love wash clean superb feel even spin qualiti also good best wash machin price segment compar mani lg ifb buy samsung offer overal warranti lg warrenti motor price rang made india,0.384,0.0,0.616
1908,wash perform machin good simpli rotat upto  anti rotat rotat wash good reason cloth wash proper use iam satisfi product,0.231,0.092,0.677
1909,product good price rang  door  smooth shut  avail decipoint meoveral good product,0.367,0.0,0.633
1910,silent work invertor motor tub smaller earlier whirlpool  kg overal wash qualiti brilliant deterg strain left wash even though magic dispens consum less water power compar convent fulli automat go invertor motor deliv flipkart next day instal samsung technician done day good demo technician tri push sale pipe accessori,0.124,0.022,0.853
1911,good lookingfast workinggo,0.592,0.0,0.408
1912,love valu moneypow savingsshow sincer appreci one easiest way build closer relationship flipkart team  thank dedic hardworkingsamsung team  produc good wash machin,0.408,0.0,0.592
1913,product good ,0.744,0.0,0.256
1914,wash machin worth money anyon look budget base wash machin need second thought go  best thing wash machin shaft drive invet motor mean vibrat  nois serious rate mechan  price bldc motor shaft drive im  satisfi purchas best part deliv chennai seclud date instal day good work seller brand maker,0.226,0.022,0.752
1915,excel wash machin price product deliv saturday technician arriv monday use twice far found quiet effect samsung reliabl brand would recommend blind,0.202,0.099,0.699
1916,nice simpl use even uneduc peopl oper wash machin easili strong metal bodi less noic vibrationalmost noth consid energi effici  rate mother like feel relax compar semi automat wash machin first worri oper machin im purchas find comfort first go reason instal kitchen buy addit util like tap ,0.282,0.0,0.718
1917,fantast piec engin love wash clean superb feel even spin qualiti also good best wash machin price segment compar mani lg ifb buy samsung offer overal warranti lg warrenti motor price rang made india,0.384,0.0,0.616
1918,wash perform machin good simpli rotat upto  anti rotat rotat wash good reason cloth wash proper use iam satisfi product,0.231,0.092,0.677
1919,product good price rang  door  smooth shut  avail decipoint meoveral good product,0.367,0.0,0.633
1920,silent work invertor motor tub smaller earlier whirlpool  kg overal wash qualiti brilliant deterg strain left wash even though magic dispens consum less water power compar convent fulli automat go invertor motor deliv flipkart next day instal samsung technician done day good demo technician tri push sale pipe accessori,0.124,0.022,0.853
1921,good lookingfast workinggo,0.592,0.0,0.408
1922,love valu moneypow savingsshow sincer appreci one easiest way build closer relationship flipkart team  thank dedic hardworkingsamsung team  produc good wash machin,0.408,0.0,0.592
1923,product good ,0.744,0.0,0.256
1924,good machin featur avail model  filter present  cannot wash blanket machin per tech guy came demo heavi duti like lg samsung even marq  better featur filter last tech guy ask use deterg powder instead use deterg liquid,0.196,0.0,0.804
1925,easi oper machin quit effect wash could water effeci wash option quit good sale instal servic defin worth money best suit someon would wash week week  half someon regular consid smaller one would recommend filter along machin hard water,0.245,0.03,0.725
1926,although perform relev water pressur still could littl bit better soft closur must avail  everyth els bestoveral best price perform deal,0.272,0.0,0.728
1927, year useoveral good product price pointi got  take much time  finish wash switch itselflik old panason machinew need switch press  stop work low water   year sudden start make loud nois start shakingalso stop workingsmok come  wash qualiti silent  premiumdemo,0.065,0.146,0.788
1928,look exchang forget exchang brand new item dust minor scratch also got issu instal wait  day instal overal product good mani featur,0.117,0.077,0.806
1929,nice,1.0,0.0,0.0
1930,good go,0.744,0.0,0.256
1931,good product thak flipkart nd whirpool wash machin white magic,0.244,0.0,0.756
1932,nice ,1.0,0.0,0.0
1933,nice,1.0,0.0,0.0
1934,wow  awesom made russia par european standard got sale amaz price go overwhelm qualiti offer much better india  china made wash machin,0.245,0.062,0.693
1935,awesom product thank flipkart,0.455,0.0,0.545
1936,nice machin go flipkart big billion offer great thank flipkart,0.573,0.0,0.427
1937,afford front load rang love design compact sleek job smooth effici,0.296,0.0,0.704
1938,good perform,0.744,0.0,0.256
1939,super,1.0,0.0,0.0
1940,nice,1.0,0.0,0.0
1941,best wash machinei prefer semi automat machin select per  machin got bucket good  three pin cabl littl short requir  vibrat  dri avoid use yoga  design look simpl  cute  color white grey  suitabl small famili   member,0.26,0.051,0.69
1942,vrey good  item use delevard fast time tabl thomson washingmachin thank,0.375,0.0,0.625
1943,washer smooth workingspinn noisi much shake dri,0.0,0.221,0.779
1944,awesom product,0.0,0.0,1.0
1945,prosdo job well u use water either thru inlet pipe thru bucket well quick time wash spinningcompact small space semi auto machin easi use econom bear minor issu mention small wheel one side make easier move aroundconsveri short wire suppos french technolog doesnt factor wore lengthmak nois  time wash dri mak,0.13,0.0,0.87
1946,good qualiti,0.744,0.0,0.256
1947,design wise good bt built qualiti upto mark still love ,0.593,0.0,0.407
1948,wire length shotus extens boxwash machin most use water areathi wash machin risk useyou dont care love one life buy,0.0,0.323,0.677
1949,good machin  plastic qualiti low motor speed nice rpm disin good lite  weight  price rang good machin  hope servic good next time ,0.503,0.061,0.436
1950,wast,0.0,0.0,1.0
1951,first start brandb ifb premium brand everi one love home meother noth special basic model best suit small famili like coupl children dont believ demo videofew thing exagger thati new wash machin usageand disappoint wash qualiti machinetough stain shirt collar aswel phant bottom satisfactorili w,0.246,0.049,0.705
1952,use machin last  month good perform clean type cloth well clean cloth never easi smooth must buy want neat clean cloth hassl free wash,0.564,0.0,0.436
1953,dont buy product like compel buy accessori like trolley stabil etc  actual alreadi use model exchang new one dont need accessori said told given warranti similar incid got maruthi nexa dont know bdi indian compani like peopl pleas review proper review product buy base other review,0.0,0.128,0.872
1954,purchas machin  jun  start use  jun  deliveri prompt ifb instal happen  deliveri purchas offer exchang  year old machin ifb  serena model  biggest issu identifi ifb instal engin came home compar old machin separ section deterg tray ad addit like ujala comfort fabric etc avail,0.106,0.0,0.894
1955,neat clean wash machin beyond expect price rang good good warenti servic provid compani,0.535,0.0,0.465
1956,amaz product wonder machin wash clear fresh instal said clearlyrecommend alland look cool,0.419,0.0,0.581
1957,reluct go front load wash machin use top load past  yearswrit two month usagewash qualiti good need brush shirt collar put wash machin unlik topload low nois minim vibrationstylish lookoveral satisfi happi product ,0.128,0.057,0.815
1958,nice product get product shown imag cash back also get compar market price good  qualiti wise good origin  colour  smart  ship also good good pack care  instal also fast ifb support also  price avail  everi one compar other  work good sound  good promis commi,0.492,0.0,0.508
1959,first thank flipkart amaz servic offerthi review  week use productabout product product amaz use ifb wash machin last  year older model confus choos new machin brandin group differ ifb wash machineand model also superb cheap model flipkartveri good servic flipkart product deliveri time schedul pack awesom damag shown,0.174,0.0,0.826
1960,use small famili trust brand ifb low cost front load wash machin friend user optionssuggest entri level famili will buy wash machin first timeflipkart deliveri servic good also instal also done ifb authoris person overal good product recommend buy entri level,0.285,0.04,0.674
1961,well good wash machin level doesnt deterg holder timer display  u think two thing vital u ghen go wash cloth rins spin decent time noisi  overal good machin good price ,0.361,0.0,0.639
1962,compact good performancehav use haier anoth model last  year happi performanceon thing improv automat model provid roller bottom enabl easi movement machin hous,0.116,0.0,0.884
1963,recommendedbest valu money fulli automat wash machineif use fulli automat machin breez useful valu money metal bodi flipkart instal deliveri seamless best servic get like purchas outsid,0.286,0.0,0.714
1964,honest review  star sidedetail review price produc amaz quick wash take  min complet cycl wash dryariel wash take  hr complet cycl top lid transparentmanufactur  assembl pune india   program dri cloth upto  vibrat littl bit bodi made metalfunct key plastic inlet pipe  u want extent purchas extra  ariel powder freeno led timer displayiam writin,0.116,0.0,0.884
1965,nice product  afford pricework proper without make noiseeasi operatewould recommend product sure color also niceinstal done fast,0.352,0.0,0.648
1966,write  day usagequ wise definit good wash perfectdesign let digit display much issueinstal deliveri perfect could better retail storeexcel product famili  happi,0.412,0.0,0.588
1967,must buy great product great price,0.672,0.0,0.328
1968, day use write review machin good small familynic productfast deliveri flipkart  instal fastservic good thank u,0.409,0.0,0.591
1969,word remark perfect price clean work well use last three day problem slight nois occur almost machin timer display negat side tray hold deterg insid overal pretti good instal quick im satisfi haier product gave    ,0.259,0.061,0.68
1970,good design easi oper need proper water inlet outlet facil function easi normal arial cycl default function function automat start previous cycl power interrupt soak function take long time wash,0.087,0.072,0.841
1971,  good,1.0,0.0,0.0
1972,good,1.0,0.0,0.0
1973,nice product nice design big actual  kg size,0.483,0.0,0.517
1974,good product,0.744,0.0,0.256
1975,good one,0.744,0.0,0.256
1976,valu money heavi  wash motor big tub soak process also fine,0.153,0.0,0.847
1977,great,1.0,0.0,0.0
1978,good,1.0,0.0,0.0
1979,nice,1.0,0.0,0.0
1980,pros good small famili clean simpl ui easi oper old age peopl special buy fathermothergrand fathergrand mother pan india lg servic faster instal  star energi save variant good purchas  star variant recommend near sound sound littl vibrat bit spin con water pressur littl slow,0.308,0.0,0.692
1981,super intilg machineit great machin less button way conveni elder starter easi usejust press power button start buttonrest machin calcul load automat set time need water need finish wash wash qualiti good dri output around ,0.254,0.0,0.746
1982,dear buyer plan buy top load wash machin pleas go lg realli worth buy great price lg wash machin work smoothlynot produc sound workingthump lgwash machin,0.321,0.0,0.679
1983,got deliveri ahead time nice look easi featur oper valu money local market even demo instal nice ahead time schedul macin instal mukul assam,0.203,0.0,0.797
1984,purchas product month nov work smooth last  month sudden electr short circuit last week poor experi lg  still care servic avial cmpni due lockdown,0.113,0.11,0.777
1985,thing good  kg model effici enough special winter doesnt clean  winter cloth singl instanc proper although upto  mode total unabl clean cloth  person full week singl gofor less cloth ok heavier load one switch front loadpost review  month use,0.163,0.098,0.739
1986,work amaz,0.0,0.0,1.0
1987,machin work work fine problem quit lot time cloth get shift side wash consequ attempt spin drum crash bodi wash machin make extrem loud sound would make think machin done got check technician check level simpli ask reduc weight cloth put note there overweight detect even smaller machin,0.034,0.147,0.819
1988,bad wash machin good ward cloth dirti  hour wash consumpt water bad wash qualitywest may moneylg servic bad buy  day servic fot demolg  motion bad one buy pusatar wash  motion bad,0.064,0.385,0.551
1989,base model lg wash machin enough normal famili wash within limit program  good perform give machin recommend honest  deliveri time instal took much time good washin machin good perform low budget,0.349,0.05,0.601
1990,easi use,0.0,0.0,1.0
1991,superb perform wash machin,0.577,0.0,0.423
1992,nice product,0.737,0.0,0.263
1993,best small famili instal also great brand valu also see day instal,0.454,0.0,0.546
1994,good,1.0,0.0,0.0
1995,good product valu money  perform also good never say anyth,0.42,0.0,0.58
1996,awesom purchas,0.0,0.0,1.0
1997,excel wash machin great featur whirlpool clear winner varieti wash function offer power motor five star rate,0.509,0.0,0.491
1998,good product wash qualiti excel less power use water use electr consumpt realli low power motor also oper thus machin inverteri ad thought  month usag problem found work fineyou go,0.161,0.131,0.708
1999,excel productdesign  beautifulbuilt  premiumperform  excellentfunct senser  best classcloth clean  superbinstal  guy call came per time suggest,0.432,0.0,0.568
2000,deliv well advanc given date love piec like famili next day engin came fix machin explain function thank seller,0.43,0.0,0.57
2001,heavi vibrat take much time,0.0,0.0,1.0
2002,dont buy loud nois washingand flipkart doesnt replac rubbish productveri bad servic,0.0,0.241,0.759
2003,motor sound high,0.0,0.0,1.0
2004,nice product full satisfi,0.483,0.0,0.517
2005,heavi nois,0.0,0.0,1.0
2006,okay product doesnt clean cloth well okay regular use sound bit wash cloth,0.225,0.241,0.533
2007,though  kg machin start vibrat bad dryer dri load  kg warm give luke warm wash hot give medium temperatur wash compar samsung temperatur set much lower side cloth often get bad tangl seen whirlpool semi automat wash machin purchas  year back frank speak whirlpool expect better product till experi whirlpool goodtheir refrigerat,0.108,0.149,0.743
2008,overal good,0.744,0.0,0.256
2009,easi use work fine  good one,0.54,0.0,0.46
2010,ive got  fk day demo instal also complet whirlpoolnot yet check design qualiti produc good satisfi proddetail explan servic person deliveri person  upload user experi one month,0.1,0.0,0.9
2011,great machin switch semi automat one realli impress one it lil bit noisi found ok due uneven weight cloth wash time discuss instal guy,0.305,0.0,0.695
2012,quliti super excel,0.873,0.0,0.127
2013,worst product  electr problem  heavi vibrat much sound think review genuin,0.0,0.43,0.57
2014,nice one,0.737,0.0,0.263
2015,good,1.0,0.0,0.0
2016,good product servic,0.592,0.0,0.408
2017,awesom product perform soooooooooo good deliveri servic also good machin expect love flipkart ,0.5,0.0,0.5
2018,first time look like midium qualiti plastic bodi use feel good perform wise look wise also thank flip kart timali servic,0.468,0.0,0.532
2019,give review use ten day pretti good price doesnt take much long wash cloth within half hour  wash complet make much nois  vibrat well deserv product thank flipkart nice product,0.284,0.0,0.716
2020,read neget review doubt order risk get realli surpriseddeliveri boy help give deliveri  star  machin new use scratch packag good one think buy buy think good product price one improv much vibrat dri process  wish product awesom,0.239,0.098,0.662
2021,super machin work good,0.773,0.0,0.227
2022, year use decid give feedback perform deliv felt sad bcs qualiti  light weight use sometim tension went away see price felt qualiti good wont use rough price best semi automat machin small  compact size valu moneyaprx  small famili like  member enough work absolut fine go  also research lot middl class famili w machin,0.182,0.086,0.732
2023,wash machin good overallat  capac good enough even big famili  member even  dri good cloth readi hour dayit small inconveni improv makerdrain pipe rear center posit convenientpow cabl hang provis machin properthey better provid power indic,0.266,0.0,0.734
2024,nice deal  review basi usag past monthspro  valu money compact compar  spin work well rough tough use wash blanket alsocon tyre timer drain pipe qualiti good expect yes price best one,0.357,0.036,0.607
2025,good product write review use  month perform good good capac design also ok overal good experi good deliveri time,0.562,0.0,0.438
2026,machin good easi understand  even mom oper machin much mobil friend  got superb pricealso whirlpool brand trust  like wash dri clothsit happen around  minutesalso mani featur given cheap price like tyre move machin top lid hold bucket  day love order,0.434,0.0,0.566
2027,surpris gift mom n sooo happi thank u flipkart time deliveri  look good  max  bucket water use clean good less nois perfect famili   minut cycl daili wash  hour program heater option use   updat soon  happppi product  wash machin ,0.366,0.0,0.634
2028,product fine one samsungproduct look good flipkart descript misleadingthi model eco drum clean smart checkthes higher end model deal breaker peoplethi basic model samsung job wellwarranti inform flipkart also misleadingwarranti actual  year motor warranti  yearsth motor use belt it direct drive it suppos power efficientcan ,0.198,0.0,0.802
2029,good machin four member famili,0.42,0.0,0.58
2030,first thank flipkart speed deliveri day instal demo done amaz design look happi product recommend go product,0.25,0.0,0.75
2031,design easi oper good glass door provid glass scratch resist fiber go  kg variant afford wise enough water pressur requir smooth oper watertank  meter,0.214,0.0,0.786
2032,serious awesom  less power consumpt big strength  nice product good servic flipkart samsung  thank ,0.525,0.06,0.415
2033,nonsens product say almost silent oper compar previous top load machin  rpm cloth get dri within time even your use intern cloth standdeliveri comfort guy made lift old wash machin first floor ground floor normal there two peopl job,0.104,0.0,0.896
2034, class product  class flipkart support order  wash machin found actual wash drum capac small abl wash  cloth time rais return request upgrad  wash machin deni mean flipkart deni say technic fault replac model capac colourworst flipkart polici worst support thank flipkart give reason buy anyt,0.144,0.124,0.731
2035,wonder productgood packag,0.0,0.0,1.0
2036,nice wash machin qualiti wash love wide varieti option avail clean differ cloth disappoint creat lot vibrat produc noic rest everyth great go,0.4,0.078,0.522
2037,best wash machinei prefer semi automat machin select per  machin got bucket good  three pin cabl littl short requir  vibrat  dri avoid use yoga  design look simpl  cute  color white grey  suitabl small famili   member,0.26,0.051,0.69
2038,vrey good  item use delevard fast time tabl thomson washingmachin thank,0.375,0.0,0.625
2039,washer smooth workingspinn noisi much shake dri,0.0,0.221,0.779
2040,awesom product,0.0,0.0,1.0
2041,prosdo job well u use water either thru inlet pipe thru bucket well quick time wash spinningcompact small space semi auto machin easi use econom bear minor issu mention small wheel one side make easier move aroundconsveri short wire suppos french technolog doesnt factor wore lengthmak nois  time wash dri mak,0.13,0.0,0.87
2042,good qualiti,0.744,0.0,0.256
2043,design wise good bt built qualiti upto mark still love ,0.593,0.0,0.407
2044,wire length shotus extens boxwash machin most use water areathi wash machin risk useyou dont care love one life buy,0.0,0.323,0.677
2045,good machin  plastic qualiti low motor speed nice rpm disin good lite  weight  price rang good machin  hope servic good next time ,0.503,0.061,0.436
2046,wast,0.0,0.0,1.0
2047,machin receiv india effici clean perform award yes product deserv award work like pro would suggest buy fulfil paramet like energi effici hard water wash mode compact size whirlpool brand  kg huge space plenti wash modesit rounder,0.393,0.028,0.579
2048,fantast product,0.0,0.0,1.0
2049,valu money  good deliveri,0.492,0.0,0.508
2050,exchang polici flipkart poor littl rust machin reject exchang per polici follow exchang valu deliveri boy came arrog argu lot total loss awar cheat,0.0,0.357,0.643
2051,finalis model much rd lot wash machin size design awesom almost  program run nice put cloth deterg got fresh clean cloth  minut inbuilt heater work nice  less vibrat feel happi satisfi custom get product whirlpool servic undoubt fast followup impress thankyou flipkart whirlpool,0.255,0.0,0.745
2052,water inlet small take lot amount time fill water tub water part done  time basic put cloth forget  hoursso much time consumptioni ask support could help fix issu low water flow call back,0.141,0.104,0.755
